FPS               Frame                Time   AcumelatedObjects        ObjectsFound       ObjectTracked                   X                   Y                  VX                  VY                  dX                  dY               Width              Height
10                1241             326.069                5634                  25                  32                 260                 328                   0                   0                   0                   0                 119                 158
10                1242              326.19                5639                  26                  32                 260                 328                   0                   0                   0                   0                 121                 158
10                1243             326.266                5647                  33                  32                 260                 327                   0            -13.1579                   0                  -1                 121                 158
10                1244             326.333                5650                  32                  32                 260                 327                   0                   0                   0                   0                 121                 158
11                1245              326.42                5656                  34                  32                 260                 328                   0              10.101                   0                   1                 121                 159
11                1246             326.521                5656                  25                  32                 261                 327              11.236             -11.236                   1                  -1                 122                 159
11                1247             326.642                5667                  33                  32                 261                 327                   0                   0                   0                   0                 122                 159
11                1248             326.707                5670                  30                  32                 261                 327                   0                   0                   0                   0                 122                 161
11                1249             326.808                5677                  35                  32                 262                 328             9.90099             9.90099                   1                   1                 126                 157
11                1250             326.895                5677                  30                  32                 264                 329             22.9885             11.4943                   2                   1                 131                 151
11                1251             326.995                5683                  29                  32                 265                 330                  10                  10                   1                   1                 138                 145
11                1252             327.085                5686                  28                  32                 267                 332             22.2222             22.2222                   2                   2                 145                 136
11                1253             327.162                5693                  32                  32                 269                 333             26.3158             13.1579                   2                   1                 149                 129
11                1254              327.26                5694                  29                  32                 270                 333              11.236                   0                   1                   0                 152                 123
11                1255             327.359                5695                  18                  32                 270                 334                   0             10.3093                   0                   1                 152                 122
10                1256             327.449                5700                  18                  32                 269                 334            -9.90099                   0                  -1                   0                 152                 122
10                1257             327.571                5711                  28                  32                 269                 334                   0                   0                   0                   0                 151                 122
10                1258             327.636                5712                  20                  32                 269                 334                   0                   0                   0                   0                 152                 122
10                1259             327.701                5717                  21                  32                 269                 334                   0                   0                   0                   0                 151                 122
10                1260               327.8                5721                  22                  32                 269                 334                   0                   0                   0                   0                 153                 122
10                1261             327.887                5721                  20                  32                 269                 334                   0                   0                   0                   0                 151                 122
10                1262              328.03                5727                  26                  32                 269                 334                   0                   0                   0                   0                 152                 122
10                1263             328.084                5733                  31                  32                 269                 334                   0                   0                   0                   0                 151                 122
10                1264             328.184                5734                  23                  32                 269                 334                   0                   0                   0                   0                 151                 122
10                1265             328.271                5739                  24                  32                 269                 334                   0                   0                   0                   0                 153                 122
10                1266             328.372                5740                  22                  32                 269                 334                   0                   0                   0                   0                 151                 122
11                1267             328.462                5745                  24                  32                 269                 334                   0                   0                   0                   0                 152                 122
11                1268             328.539                5747                  18                  32                 270                 334             15.3846                   0                   1                   0                 153                 122
11                1269             328.639                5759                  30                  32                 270                 333                   0             -10.101                   0                  -1                 152                 122
11                1270             328.726                5764                  29                  32                 270                 333                   0                   0                   0                   0                 153                 123
11                1271             328.814                5765                  28                  32                 270                 333                   0                   0                   0                   0                 153                 123
11                1272             328.948                5765                  22                  32                 271                 335             8.13008             16.2602                   1                   2                 157                 118
11                1273             329.016                5773                  26                  32                 273                 337              25.974              25.974                   2                   2                 163                 107
11                1274             329.081                5774                  22                  32                 275                 339             29.8507             29.8507                   2                   2                 167                  94
11                1275              329.18                5782                  26                  32                 277                 341             22.9885             22.9885                   2                   2                 170                  81
11                1276             329.278                5789                  29                  32                 279                 343              20.202              20.202                   2                   2                 173                  73
11                1277             329.389                5790                  21                  32                 280                 344             8.19672             8.19672                   1                   1                 173                  73
11                1278             329.467                5800                  26                  32                 279                 345            -15.1515             15.1515                  -1                   1                 172                  73
11                1279             329.566                5802                  24                  32                 278                 345             -10.101                   0                  -1                   0                 172                  73
11                1280             329.654                5809                  29                  32                 278                 345                   0                   0                   0                   0                 172                  73
11                1281              329.72                5812                  26                  32                 277                 345            -15.1515                   0                  -1                   0                 172                  73
11                1282             329.839                5812                  24                  32                 277                 345                   0                   0                   0                   0                 172                  73
11                1283             329.906                5817                  29                  32                 277                 345                   0                   0                   0                   0                 172                  73
11                1284             330.006                5819                  23                  32                 278                 345                  10                   0                   1                   0                 173                  73
11                1285             330.105                5824                  26                  32                 278                 345                   0                   0                   0                   0                 173                  73
11                1286             330.192                5824                  26                  32                 277                 345            -11.4943                   0                  -1                   0                 172                  73
11                1287             330.325                5827                  23                  32                 277                 345                   0                   0                   0                   0                 172                  73
11                1288             330.391                5835                  28                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1289             330.445                5842                  33                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1290             330.547                5842                  26                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1291             330.645                5844                  26                  32                 278                 345              10.101                   0                   1                   0                 173                  73
12                1292             330.766                5845                  22                  32                 277                 345            -8.33333                   0                  -1                   0                 172                  73
12                1293             330.843                5846                  20                  32                 278                 345             14.9254                   0                   1                   0                 172                  73
12                1294             330.943                5856                  26                  32                 277                 345             -10.101                   0                  -1                   0                 172                  73
12                1295             331.033                5858                  26                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1296             331.089                5859                  22                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1297              331.21                5872                  32                  32                 277                 345                   0                   0                   0                   0                 172                  73
12                1298             331.286                5873                  20                  32                 278                 345              12.987                   0                   1                   0                 172                  73
12                1299             331.384                5879                  24                  32                 278                 345                   0                   0                   0                   0                 172                  73
10                1300             331.474                5890                  27                  32                 278                 345                   0                   0                   0                   0                 173                  73
10                1301             331.572                5894                  28                  32                 279                 345             10.2041                   0                   1                   0                 172                  73
10                1302             331.694                5898                  26                  32                 279                 345                   0                   0                   0                   0                 172                  73
10                1303             331.771                5908                  29                  32                 280                 344             15.3846            -15.3846                   1                  -1                 173                  73
10                1304             331.837                5910                  24                  32                 279                 345            -14.9254             14.9254                  -1                   1                 173                  74
10                1305             331.927                5917                  28                  32                 282                 347              29.703              19.802                   3                   2                 173                  73
10                1306             332.027                5925                  30                  32                 282                 348                   0             11.4943                   0                   1                 173                  74
10                1307             332.148                5931                  33                  32                 283                 349             8.13008             8.13008                   1                   1                 173                  73
10                1308             332.214                5934                  32                  32                 283                 350                   0              12.987                   0                   1                 174                  73
10                1309             332.313                5935                  26                  32                 283                 350                   0                   0                   0                   0                 174                  73
10                1310               332.4                5936                  22                  32                 283                 350                   0                   0                   0                   0                 174                  74
11                1311             332.467                5942                  24                  32                 283                 350                   0                   0                   0                   0                 174                  74
11                1312             332.588                5952                  30                  32                 282                 350            -8.19672                   0                  -1                   0                 174                  74
11                1313             332.664                5952                  24                  32                 282                 350                   0                   0                   0                   0                 174                  73
11                1314             332.751                5956                  23                  32                 282                 350                   0                   0                   0                   0                 174                  73
11                1315             332.851                5960                  22                  32                 282                 350                   0                   0                   0                   0                 174                  74
11                1316             332.949                5963                  22                  32                 282                 350                   0                   0                   0                   0                 174                  74
11                1317             333.073                5969                  23                  32                 283                 350             8.92857                   0                   1                   0                 176                  74
11                1318             333.117                5975                  24                  32                 284                 350             17.8571                   0                   1                   0                 176                  73
11                1319             333.205                5978                  22                  32                 284                 350                   0                   0                   0                   0                 176                  73
11                1320             333.304                5982                  21                  32                 285                 350              10.101                   0                   1                   0                 177                  74
11                1321             333.402                5989                  23                  32                 285                 350                   0                   0                   0                   0                 178                  74
11                1322             333.512                5992                  21                  32                 285                 350                   0                   0                   0                   0                 178                  74
11                1323             333.588                5997                  22                  32                 285                 350                   0                   0                   0                   0                 178                  74
11                1324             333.686                6008                  29                  32                 285                 350                   0                   0                   0                   0                 178                  74
11                1325             333.774                6010                  23                  32                 285                 350                   0                   0                   0                   0                 179                  74
11                1326             333.853                6016                  23                  32                 286                 350             17.5439                   0                   1                   0                 179                  74
11                1327             333.972                6018                  21                  32                 286                 350                   0                   0                   0                   0                 179                  73
11                1328              334.04                6025                  25                  32                 286                 350                   0                   0                   0                   0                 179                  73
11                1329             334.137                6031                  26                  32                 285                 350            -10.3093                   0                  -1                   0                 179                  73
11                1330             334.236                6032                  21                  32                 286                 350             11.4943                   0                   1                   0                 179                  73
11                1331             334.335                6042                  27                  32                 285                 350                 -10                   0                  -1                   0                 179                  73
11                1332             334.444                6047                  25                  32                 285                 350                   0                   0                   0                   0                 179                  73
11                1333             334.501                6056                  30                  32                 286                 350             17.5439                   0                   1                   0                 179                  73
11                1334             334.588                6058                  22                  32                 285                 349            -13.1579            -13.1579                  -1                  -1                 178                  73
11                1335             334.687                6064                  23                  32                 286                 349             10.2041                   0                   1                   0                 179                  73
11                1336             334.774                6076                  32                  32                 286                 349                   0                   0                   0                   0                 179                  73
11                1337             334.885                6078                  26                  32                 286                 349                   0                   0                   0                   0                 179                  73
11                1338             334.964                6081                  27                  32                 285                 349            -12.8205                   0                  -1                   0                 178                  74
11                1339             335.067                6098                  39                  32                 285                 349                   0                   0                   0                   0                 179                  74
11                1340             335.153                6098                  25                  32                 285                 349                   0                   0                   0                   0                 179                  73
11                1341              335.22                6101                  23                  32                 285                 349                   0                   0                   0                   0                 178                  73
11                1342              335.34                6110                  27                  32                 285                 349                   0                   0                   0                   0                 179                  74
11                1343             335.417                6112                  23                  32                 285                 349                   0                   0                   0                   0                 178                  74
11                1344             335.515                6114                  21                  32                 285                 348                   0            -11.3636                   0                  -1                 178                  74
11                1345             335.614                6121                  24                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1346             335.703                6122                  21                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1347             335.823                6128                  24                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1348             335.868                6134                  27                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1349             335.955                6142                  30                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1350             336.056                6142                  20                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1351             336.144                6156                  29                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1352             336.265                6168                  30                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1353             336.341                6174                  27                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1354             336.439                6177                  22                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1355             336.538                6187                  24                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1356             336.592                6193                  26                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1357             336.716                6194                  24                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1358              336.79                6205                  32                  32                 285                 348                   0                   0                   0                   0                 179                  74
11                1359             336.889                6207                  27                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1360             336.988                6210                  21                  32                 284                 348            -11.3636                   0                  -1                   0                 178                  73
11                1361             337.079                6214                  21                  32                 284                 348                   0                   0                   0                   0                 178                  74
11                1362             337.198                6221                  26                  32                 284                 348                   0                   0                   0                   0                 178                  74
11                1363             337.241                6221                  19                  32                 284                 348                   0                   0                   0                   0                 178                  74
11                1364             337.339                6229                  21                  32                 284                 348                   0                   0                   0                   0                 178                  74
11                1365             337.427                6236                  24                  32                 285                 348             10.2041                   0                   1                   0                 178                  74
11                1366             337.527                6244                  29                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1367             337.637                6248                  25                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1368             337.717                6258                  28                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1369             337.815                6261                  24                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1370              337.88                6271                  28                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1371             337.969                6274                  27                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1372             338.093                6276                  22                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1373             338.169                6280                  19                  32                 285                 348                   0                   0                   0                   0                 178                  74
11                1374             338.268                6288                  23                  32                 284                 348            -11.3636                   0                  -1                   0                 177                  74
11                1375             338.367                6295                  27                  32                 282                 349             -20.202              10.101                  -2                   1                 175                  74
11                1376             338.465                6300                  26                  32                 281                 349            -10.2041                   0                  -1                   0                 174                  74
11                1377             338.586                6306                  30                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1378             338.629                6309                  27                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1379             338.706                6317                  31                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1380             338.806                6321                  31                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1381             338.904                6326                  32                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1382             339.016                6329                  27                  32                 281                 349                   0                   0                   0                   0                 174                  74
11                1383             339.092                6333                  21                  32                 282                 349             12.8205                   0                   1                   0                 175                  74
11                1384             339.192                6335                  18                  32                 282                 349                   0                   0                   0                   0                 176                  74
11                1385             339.256                6342                  20                  32                 283                 348              15.625             -15.625                   1                  -1                 177                  74
11                1386             339.356                6346                  19                  32                 283                 349                   0              11.236                   0                   1                 176                  74
11                1387             339.467                6361                  24                  32                 283                 348                   0            -8.19672                   0                  -1                 175                  74
11                1388             339.546                6370                  30                  32                 283                 349                   0             12.8205                   0                   1                 175                  73
11                1389             339.634                6372                  22                  32                 283                 349                   0                   0                   0                   0                 175                  74
11                1390             339.735                6378                  26                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1391             339.823                6382                  25                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1392             339.947                6387                  25                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1393             339.991                6395                  26                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1394              340.09                6397                  22                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1395             340.178                6404                  25                  32                 283                 349                   0                   0                   0                   0                 176                  74
11                1396             340.277                6408                  24                  32                 284                 349              10.101                   0                   1                   0                 176                  74
11                1397               340.4                6415                  27                  32                 284                 349                   0                   0                   0                   0                 178                  74
11                1398             340.477                6428                  33                  32                 284                 348                   0            -12.8205                   0                  -1                 177                  74
11                1399             340.575                6431                  25                  32                 284                 349                   0             10.2041                   0                   1                 179                  74
11                1400              340.63                6439                  31                  32                 284                 349                   0                   0                   0                   0                 179                  74
11                1401             340.728                6442                  28                  32                 284                 348                   0            -10.2041                   0                  -1                 180                  74
11                1402             340.849                6447                  29                  32                 284                 349                   0             9.17431                   0                   1                 180                  74
11                1403             340.926                6450                  25                  32                 284                 349                   0                   0                   0                   0                 180                  74
11                1404             341.014                6460                  29                  32                 284                 349                   0                   0                   0                   0                 180                  74
11                1405             341.113                6463                  26                  32                 284                 349                   0                   0                   0                   0                 179                  74
11                1406             341.201                6466                  26                  32                 284                 349                   0                   0                   0                   0                 180                  74
11                1407             341.298                6473                  28                  32                 284                 348                   0            -11.6279                   0                  -1                 179                  74
11                1408             341.375                6476                  25                  32                 284                 348                   0                   0                   0                   0                 179                  74
11                1409             341.462                6478                  22                  32                 284                 348                   0                   0                   0                   0                 181                  74
11                1410             341.551                6484                  24                  32                 284                 348                   0                   0                   0                   0                 179                  74
11                1411             341.651                6488                  24                  32                 284                 348                   0                   0                   0                   0                 179                  74
